scene_id,building_id,dataset_version,description_model,free_min_x,free_min_y,free_min_z,free_centroid_x,free_centroid_y,free_centroid_z,free_voxel_count,free_bbox_volume,free_occupancy_density,free_centroid_distance,free_absolute_iou,free_translation_aligned_iou,free_bbox_dimension_mae,free_alignment_shift_x,free_alignment_shift_y,free_alignment_shift_z,free_alignment_shift_magnitude,free_normalized_add_cost,free_normalized_delete_cost,free_normalized_replace_cost,free_total_normalized_repair_cost,free_action_count,structured_min_x,structured_min_y,structured_min_z,structured_centroid_x,structured_centroid_y,structured_centroid_z,structured_voxel_count,structured_bbox_volume,structured_occupancy_density,structured_centroid_distance,structured_absolute_iou,structured_translation_aligned_iou,structured_bbox_dimension_mae,structured_alignment_shift_x,structured_alignment_shift_y,structured_alignment_shift_z,structured_alignment_shift_magnitude,structured_normalized_add_cost,structured_normalized_delete_cost,structured_normalized_replace_cost,structured_total_normalized_repair_cost,structured_action_count,delta_absolute_iou,delta_translation_aligned_iou,delta_bbox_dimension_mae,delta_centroid_distance,delta_alignment_shift_magnitude,delta_voxel_count,delta_bbox_volume,delta_occupancy_density,free_voxel_count_ratio,structured_voxel_count_ratio,delta_voxel_count_ratio,delta_shift_l1,delta_shift_l2,gt_min_x,gt_min_y,gt_min_z,gt_centroid_x,gt_centroid_y,gt_centroid_z,gt_voxel_count,gt_bbox_volume,gt_occupancy_density,free_position_grounding_loss,free_residual_intrinsic_geometry_error,structured_position_grounding_loss,structured_residual_intrinsic_geometry_error,delta_position_grounding_loss,delta_residual_intrinsic_geometry_error
v4:building_051,building_051,v4,openai,-1,0,-1,8.994429544047865,12.4850422942026,13.560552919331545,4847,14973,0.3237160221732452,6.651039758195818,0.1015020482476103,0.1598370476875149,7.666666666666667,8,4,2,9.16515138991168,0.7239809642044279,0.7268777157045313,0.2439478584729981,1.6948065383819573,53,-1,0,-1,8.89282652186339,11.253786796227494,14.408688196627608,3499,15246,0.22950282041191133,6.39674934347906,0.0744036105738233,0.1339139902014153,7.333333333333333,8,2,2,8.48528137423857,0.7963997517070143,0.5203807159114422,0.1661493896130767,1.4829298572315333,48,-0.027098437673787,-0.025923057486099577,-0.3333333333333339,-0.25429041471675795,-0.6798700156731101,-1348,273,-0.09421320176133385,1.0028967515001035,0.7239809642044279,-0.27891578729567557,2,2.0,-3,3,-3,14.613490585557624,12.205669356507345,17.10800744878957,4833,34020,0.14206349206349206,0.058334999439904583,0.8401629523124852,0.05951037962759201,0.8660860097985847,0.0011753801876874248,0.025923057486099577
v4:building_052,building_052,v4,claude,-6,1,-5,0.45364238410596025,5.621192052980132,0.46357615894039733,1510,2352,0.6420068027210885,19.438521450076927,0.0388092269326683,0.1235670937289278,18.0,6,3,21,22.0454076850486,0.857807953443259,0.1507274490785645,0.0754607177497575,1.083996120271581,24,-7,0,-6,0.0006544502617801048,4.7087696335078535,-0.001963350785340314,1528,2925,0.5223931623931624,20.368876776353535,0.0295794176552149,0.1196180264700954,17.0,6,4,21,22.20360331117452,0.8614936954413192,0.1579049466537342,0.1088263821532492,1.1282250242483025,22,-0.009229809277453399,-0.0039490672588324005,-1.0,0.930355326276608,0.15819562612592009,18,573,-0.1196136403279261,0.2929194956353055,0.2964112512124151,0.003491755577109623,1,1.0,-3,3,-3,12.521435499515034,12.231813773035887,14.193986420950534,5155,29750,0.17327731092436974,0.08475786679625949,0.8764329062710722,0.09003860881488049,0.8803819735299045,0.005280742018620999,0.003949067258832373
v4:building_052,building_052,v4,gemini,-13,0,-13,0.0,7.089641434262949,0.0,10040,11664,0.8607681755829903,19.61370780470345,0.0461273666092943,0.2818457904504808,8.0,13,4,12,18.138357147217054,0.3518913676042677,1.2995150339476236,0.4166828322017459,2.0680892337536374,31,-13,0,-12,0.0,7.085432045158489,0.4542987407729049,9212,12825,0.7182846003898635,19.288613465108646,0.0473864547641612,0.2886357520853888,7.666666666666667,13,4,11,17.4928556845359,0.3757516973811833,1.1627546071774977,0.5245392822502425,2.0630455868089235,29,0.0012590881548669025,0.0067899616349079706,-0.33333333333333304,-0.32509433959480205,-0.6455014626811533,-828,1161,-0.14248357519312682,1.947623666343356,1.7870029097963143,-0.16062075654704167,1,1.0,-3,3,-3,12.521435499515034,12.231813773035887,14.193986420950534,5155,29750,0.17327731092436974,0.23571842384118652,0.7181542095495193,0.24124929732122757,0.7113642479146112,0.005530873480041054,-0.006789961634908082
v4:building_052,building_052,v4,openai,0,0,0,13.5,6.376234567901235,11.545524691358025,6480,12096,0.5357142857142857,6.500749636951949,0.1262220501403542,0.2904835847382431,8.0,-1,4,4,5.744562646538029,0.4919495635305528,0.7489815712900098,0.3906886517943744,1.631619786614937,49,0,0,0,13.49873896595208,5.765447667087011,11.488177805800756,6344,9408,0.6743197278911565,7.0774580848983515,0.1608116293155663,0.2502990105469175,9.333333333333334,0,6,0,6.0,0.553443258971872,0.7840931134820562,0.0801163918525703,1.4176527643064984,37,0.034589579175212104,-0.040184574191325595,1.333333333333334,0.5767084479464026,0.2554373534619714,-136,-2688,0.13860544217687076,1.2570320077594568,1.2306498545101843,-0.02638215324927251,7,4.58257569495584,-3,3,-3,12.521435499515034,12.231813773035887,14.193986420950534,5155,29750,0.17327731092436974,0.1642615345978889,0.7095164152617569,0.08948738123135119,0.7497009894530825,-0.0747741533665377,0.040184574191325595
v4:building_053,building_053,v4,claude,-9,0,-9,-0.4930555555555556,3.8020833333333335,-0.4930555555555556,1152,2592,0.4444444444444444,22.523712623907784,0.0084462431814182,0.124607535321821,19.33333333333333,15,4,19,24.535688292770597,0.8613234330639877,0.1129067481982965,0.1275387639222537,1.101768945184538,28,-8,0,-8,0.0,2.7665782493368702,0.0,1131,2601,0.4348327566320646,22.2089651225224,0.0133096716947648,0.1200470772852098,19.666666666666668,15,4,8,17.46424919657298,0.8663463638348985,0.1133435247870714,0.1218606682681808,1.1015505568901507,26,0.004863428513346599,-0.0045604580366112035,0.33333333333333925,-0.31474750138538354,-7.071439096197619,-21,9,-0.00961168781237981,0.2515833151343088,0.24699716095217297,-0.004586154182135843,11,11.0,-4,3,-4,17.688578292203538,10.403144791439178,11.046953483293295,4579,35420,0.1292772444946358,0.1161612921404028,0.875392464678179,0.106737405590445,0.8799529227147902,-0.009423886549957794,0.0045604580366112035
v4:building_053,building_053,v4,gemini,0,0,0,0.0,0.0,0.0,0,0,0.0,23.305501599689034,0.0,0.0,34.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,1,1,1.0,23.305501599689034,0.0,0.0002183882943874,33.0,0,4,0,4.0,0.9997816117056124,0.0,0.0002183882943874,1.0,1,0.0,0.0002183882943874,-1.0,0.0,4.0,1,1,1.0,0.0,0.00021838829438742082,0.00021838829438742082,4,4.0,-4,3,-4,17.688578292203538,10.403144791439178,11.046953483293295,4579,35420,0.1292772444946358,0.0,1.0,0.0002183882943874,0.9997816117056126,0.0002183882943874,-0.00021838829438736163
v4:building_053,building_053,v4,openai,-16,0,-11,0.0,4.100958716493837,-0.008217569947172765,5111,10626,0.4809900244682853,21.790368476440573,0.0320587922036425,0.2041754691189263,10.666666666666666,21,4,8,22.825424421026653,0.6411880323214676,0.7573706049355754,0.2382616291766761,1.6368202664337193,34,-15,0,-10,0.0,2.06308336015449,0.0,3107,5208,0.5965821812596006,22.46057897604295,0.0219385719984044,0.1923673596028544,14.0,21,4,9,23.194827009486403,0.7291985149595982,0.4077309456213147,0.1766761301594234,1.3136055907403363,32,-0.0101202202052381,-0.011808109516071918,3.333333333333334,0.6702104996023763,0.3694025884597494,-2004,-5418,0.11559215679131529,1.116182572614108,0.6785324306617165,-0.4376501419523914,1,1.0,-4,3,-4,17.688578292203538,10.403144791439178,11.046953483293295,4579,35420,0.1292772444946358,0.17211667691528382,0.7958245308810736,0.17042878760445,0.8076326403971457,-0.0016878893108338289,0.01180810951607203
v4:building_054,building_054,v4,claude,-2,0,-2,5.5,4.522123893805309,6.5,1356,2592,0.5231481481481481,14.82022818542187,0.0785302593659942,0.117789807728206,17.666666666666668,23,4,10,25.39685019840059,0.8637737478411054,0.1565198618307426,0.1234887737478411,1.1437823834196892,24,-1,0,-1,5.5,4.848580441640379,6.5,1268,2240,0.5660714285714286,14.696598377783177,0.0797950219619326,0.128322815069803,18.666666666666668,23,4,0,23.345235059857504,0.8551381692573402,0.1288860103626943,0.1247841105354058,1.1088082901554404,34,0.0012647625959383985,0.010533007341596998,1.0,-0.12362980763869302,-2.0516151385430845,-88,-352,0.04292328042328042,0.2927461139896373,0.27374784110535405,-0.01899827288428324,10,10.0,-4,3,-3,17.06692573402418,10.274395509499136,13.763385146804836,4632,28896,0.16029900332225913,0.03925954836221181,0.882210192271794,0.04852779310787041,0.871677184930197,0.0092682447456586,-0.010533007341597012
v4:building_054,building_054,v4,gemini,-17,0,-17,0.0,3.9356926466538145,0.0,7262,14700,0.4940136054421769,22.8230120425291,0.0172767704413274,0.18442541326429,6.666666666666667,15,3,14,20.73644135332772,0.6001727115716753,1.1679620034542315,0.2279792746113989,1.9961139896373057,37,-17,0,-17,0.0,6.742644296982597,0.0,15974,20825,0.7670588235294118,22.207746201204138,0.0507368313701494,0.192821997105644,5.0,17,3,13,21.61018278497431,0.2808721934369603,2.729490500863558,0.5993091537132987,3.609671848013817,40,0.033460060928822005,0.008396583841354,-1.666666666666667,-0.6152658413249625,0.8737414316465895,8712,6125,0.2730452180872349,1.5677892918825562,3.4486183074265977,1.8808290155440415,3,2.23606797749979,-4,3,-3,17.06692573402418,10.274395509499136,13.763385146804836,4632,28896,0.16029900332225913,0.1671486428229626,0.81557458673571,0.1420851657354946,0.807178002894356,-0.025063477087468006,-0.008396583841354
v4:building_054,building_054,v4,openai,0,0,0,10.01156626506024,4.52289156626506,6.0,2075,3822,0.5429094714809001,11.963613324701122,0.0440535491905354,0.1150457190357439,16.0,17,4,15,23.021728866442675,0.8506044905008635,0.2985751295336787,0.1204663212435233,1.2696459412780656,43,0,0,0,9.923809523809524,4.55047619047619,6.0,1050,3549,0.2958579881656805,12.002396031665738,0.0230464530068419,0.0826981707317073,16.333333333333332,14,4,12,18.867962264113206,0.9063039723661486,0.1329879101899827,0.0848445595854922,1.1241364421416236,46,-0.021007096183693497,-0.032347548304036605,0.33333333333333215,0.038782706964616054,-4.153766602329469,-1025,-273,-0.2470514833152196,0.4479706390328152,0.2266839378238342,-0.221286701208981,6,4.242640687119285,-4,3,-3,17.06692573402418,10.274395509499136,13.763385146804836,4632,28896,0.16029900332225913,0.07099216984520851,0.8849542809642561,0.0596517177248654,0.9173018292682927,-0.011340452120343111,0.03234754830403663
v4:building_055,building_055,v4,claude,-9,0,-9,-0.3515743756786102,9.067535287730728,-0.5713355048859935,4605,6156,0.7480506822612085,25.11656093683219,0.0027963196824824,0.214574456462362,18.666666666666668,11,4,20,23.17326045251293,0.6984029484029484,0.4055589680589681,0.2311117936117936,1.33507371007371,30,-9,0,-8,-0.8073496659242761,6.902561247216036,-1.3101336302895323,1796,4860,0.3695473251028807,26.346794028653576,0.0010844680081937,0.1371475499589378,20.0,13,7,18,23.280893453645632,0.8461302211302212,0.1219287469287469,0.1214680589680589,1.089527027027027,26,-0.0017118516742886999,-0.07742690650342421,1.3333333333333321,1.2302330918213862,0.10763300113270091,-2809,-1296,-0.37850335715832784,0.7071560196560197,0.2757985257985258,-0.4313574938574939,7,4.123105625617661,-4,3,-3,14.510902948402949,12.494318181818182,19.38375307125307,6512,48749,0.13358222732774006,0.2117781367798796,0.785425543537638,0.1360630819507441,0.8628524500410621,-0.07571505482913551,0.0774269065034241
v4:building_055,building_055,v4,gemini,-1,0,-1,12.0,6.438457796156653,12.0,8222,13122,0.6265813138241122,9.874101885445702,0.1463471563059208,0.2742367897604428,13.0,1,7,8,10.677078252031311,0.5130528255528255,0.7756449631449631,0.4445638820638821,1.7332616707616708,32,-1,0,-1,12.008334722453743,4.335555925987665,12.008334722453743,5999,7290,0.8229080932784637,11.279408011615727,0.0915198045716279,0.220823575331772,15.666666666666666,0,4,8,8.94427190999916,0.652487714987715,0.5737100737100738,0.2374078624078624,1.463605651105651,33,-0.0548273517342929,-0.05341321442867081,2.666666666666666,1.405306126170025,-1.732806342032152,-2223,-5832,0.1963267794543515,1.2625921375921376,0.9212223587223587,-0.34136977886977893,4,3.1622776601683795,-4,3,-3,14.510902948402949,12.494318181818182,19.38375307125307,6512,48749,0.13358222732774006,0.127889633454522,0.7257632102395573,0.1293037707601441,0.779176424668228,0.001414137305622093,0.05341321442867075
v4:building_055,building_055,v4,openai,-13,0,-13,-0.2545490119350421,6.171199373899433,0.29857170808061045,5111,15979,0.31985731272294887,24.944830140076927,0.0136926565497994,0.2584452143785188,11.333333333333334,10,4,20,22.71563338320109,0.6334459459459459,0.4183046683046683,0.3476658476658477,1.399416461916462,34,-13,0,-13,-0.39862234201856844,4.030847559149446,-0.39862234201856844,3339,11664,0.2862654320987654,26.17759836879827,0.0081874936035206,0.1823091694671147,13.666666666666666,13,4,20,24.186773244895647,0.7667383292383292,0.2794840294840295,0.2200552825552825,1.2662776412776413,44,-0.005505162946278799,-0.0761360449114041,2.333333333333332,1.2327682287213442,1.4711398616945566,-1772,-4315,-0.033591880624183446,0.7848587223587223,0.5127457002457002,-0.27211302211302213,3,3.0,-4,3,-3,14.510902948402949,12.494318181818182,19.38375307125307,6512,48749,0.13358222732774006,0.2447525578287194,0.7415547856214812,0.1741216758635941,0.8176908305328853,-0.07063088196512532,0.07613604491140402
v4:building_056,building_056,v4,claude,0,0,0,5.5,4.767123287671233,6.5,1752,2184,0.8021978021978022,13.304322249714849,0.0832462556600487,0.1433823529411764,17.666666666666668,0,8,4,8.94427190999916,0.8254252461951657,0.2175470008952551,0.108325872873769,1.1512981199641898,33,-3,0,-3,5.636871508379889,5.273743016759776,6.5,2506,6080,0.41217105263157894,12.92124412151647,0.0854474708171206,0.1882773896745612,12.333333333333334,5,8,5,10.677078252031311,0.7526857654431512,0.313563115487914,0.2041181736794986,1.270367054610564,42,0.0022012151570719035,0.0448950367333848,-5.333333333333334,-0.3830781281983793,1.732806342032152,754,3896,-0.3900267495662233,0.39212175470008953,0.5608773500447628,0.16875559534467327,6,5.0990195135927845,-3,3,-4,16.155998209489706,12.075201432408237,9.66965085049239,4468,26680,0.1674662668665667,0.060136097281127704,0.8566176470588236,0.1028299188574406,0.8117226103254388,0.04269382157631289,-0.0448950367333848
v4:building_056,building_056,v4,gemini,-2,0,-2,17.0,9.79651679402879,12.0,16881,22620,0.7462864721485412,3.3667892512276283,0.2243505190112978,0.2415096534077692,1.3333333333333333,0,4,-2,4.47213595499958,0.0705013428827215,2.84870188003581,0.3498209489704565,3.2690241718889883,20,-17,0,-14,0.0,9.820955147993462,0.0,16521,25375,0.6510738916256158,18.9631234775883,0.0674363016833646,0.250834326579261,2.333333333333333,16,3,10,19.1049731745428,0.0579677708146821,2.755595344673232,0.8410922112802148,3.654655326768129,38,-0.1569142173279332,0.009324673171491826,0.9999999999999998,15.596334226360673,14.63283721954322,-360,2755,-0.09521258052292536,3.7782005371530887,3.69762757385855,-0.08057296329453889,29,20.024984394500787,-3,3,-4,16.155998209489706,12.075201432408237,9.66965085049239,4468,26680,0.1674662668665667,0.017159134396471404,0.7584903465922308,0.1833980248958964,0.749165673420739,0.166238890499425,-0.00932467317149177
v4:building_056,building_056,v4,openai,-7,0,-19,0.0,4.077341137123746,0.29180602006688966,2392,5265,0.454320987654321,20.32058121982393,0.0335995178544523,0.0916613621896881,16.333333333333332,6,4,17,18.466185312619388,0.8710832587287377,0.4064458370635631,0.1244404655326768,1.4019695613249776,47,0,0,0,17.577825159914713,2.7409381663113006,5.940298507462686,1876,4320,0.43425925925925923,10.151755094377656,0.0480753345448537,0.1358997314234556,11.333333333333334,0,8,2,8.246211251235321,0.8301253357206804,0.25,0.1452551477170993,1.2253804834377795,45,0.014475816690401398,0.044238369233767505,-4.999999999999998,-10.168826125446273,-10.219974061384066,-516,-945,-0.020061728395061762,0.5353625783348255,0.41987466427931963,-0.11548791405550585,25,16.64331697709324,-3,3,-4,16.155998209489706,12.075201432408237,9.66965085049239,4468,26680,0.1674662668665667,0.05806184433523579,0.9083386378103119,0.0878243968786019,0.8641002685765444,0.029762552543366107,-0.04423836923376745
