scene_id,dataset_version,building_id,condition,evaluation_status,absolute_iou,translation_aligned_iou,absolute_f1,translation_aligned_f1,bbox_dimension_mae,centroid_distance,diagnostic_aligned_iou_10,material_aware_iou,exact_position_material_f1,material_set_precision,material_set_recall,material_set_f1,material_histogram_similarity,dominant_material_accuracy,add_count,delete_count,replace_count,normalized_add_cost,normalized_delete_cost,normalized_replace_cost,total_normalized_repair_cost,alignment_shift_magnitude,alignment_shift_x,alignment_shift_y,alignment_shift_z,bbox_depth_error,bbox_height_error,bbox_width_error,description_model,empty_build,executor_status,failure_as_zero,overlap_position_material_agreement,representation,unsupported_command_rate
v1:building_004,v1,building_004,free_form_gemini,success,0.1798179059180576,0.3336192109777015,0.3048231511254019,0.5003215434083601,2.0,,0.3336192109777015,0.009085009733939,0.0180064308681672,0.8,0.6666666666666666,0.7272727272727272,0.4596996435631813,0,133,644,200,0.2547892720306513,1.2337164750957854,0.3831417624521073,1.871647509578544,4.242640687119285,0.0,3.0,-3.0,4.0,1.0,-1.0,gemini,False,success,False,0.0590717299578059,free_form,0.0
v1:building_004,v1,building_004,structured_gemini,success,0.188539741219963,0.3367983367983368,0.317262830482115,0.5038880248833593,2.333333333333333,,0.3367983367983368,0.026063829787234,0.0508035251425609,0.8,0.6666666666666666,0.7272727272727272,0.6340669395224208,0,36,921,206,0.0689655172413793,1.764367816091954,0.3946360153256705,2.227969348659004,4.242640687119285,0.0,3.0,-3.0,4.0,2.0,-1.0,gemini,False,success,False,0.1601307189542483,structured,0.0
v1:building_006,v1,building_006,free_form_openai,success,0.0981800766283524,0.2242391884676988,0.1788050588748364,0.3663323157435674,6.666666666666667,,0.2242391884676988,0.0048203330411919,0.0095944177932839,1.0,0.875,0.9333333333333332,0.5748547681051384,0,416,1037,149,0.4976076555023923,1.240430622009569,0.1782296650717703,1.916267942583732,4.358898943540674,-1.0,3.0,-3.0,10.0,0.0,-10.0,openai,False,success,False,0.0536585365853658,free_form,0.0
v1:building_006,v1,building_006,structured_openai,success,0.1239275500476644,0.2249350649350649,0.2205258693808311,0.3672603901611535,7.0,,0.2249350649350649,0.0008488964346349,0.001696352841391,1.0,0.625,0.7692307692307693,0.4593725832919414,0,403,1089,325,0.4820574162679426,1.3026315789473684,0.388755980861244,2.173444976076555,3.605551275463989,0.0,3.0,-2.0,10.0,-1.0,-10.0,openai,False,success,False,0.0076923076923076,structured,0.0
v1:building_006,v1,building_006,free_form_claude,success,0.0753052917232021,0.2741157556270096,0.1400630914826498,0.4302839116719243,4.0,,0.2741157556270096,0.0630449362843729,0.1186119873817034,0.8,0.5,0.6153846153846154,0.4983374962469896,1,495,408,331,0.5921052631578947,0.4880382775119617,0.3959330143540669,1.4760765550239234,6.928203230275509,4.0,4.0,4.0,1.0,-2.0,-9.0,claude,False,success,False,0.8468468468468469,free_form,0.0
v1:building_006,v1,building_006,structured_claude,success,0.0554635761589403,0.3171487603305785,0.1050980392156862,0.4815686274509803,4.0,,0.3171487603305785,0.0382736156351791,0.0737254901960784,0.8,0.5,0.6153846153846154,0.4823571405216292,0,529,132,299,0.6327751196172249,0.1578947368421052,0.3576555023923445,1.1483253588516746,7.54983443527075,4.0,4.0,5.0,-1.0,-2.0,-9.0,claude,False,success,False,0.7014925373134329,structured,0.0
v1:building_006,v1,building_006,free_form_gemini,success,0.1800232288037166,0.3619302949061662,0.3051181102362204,0.5314960629921259,3.333333333333333,,0.3619302949061662,0.0,0.0,1.0,0.75,0.8571428571428571,0.5044566417564129,0,296,656,378,0.354066985645933,0.784688995215311,0.4521531100478468,1.5909090909090908,3.605551275463989,0.0,3.0,-2.0,2.0,-1.0,-7.0,gemini,False,success,False,0.0,free_form,0.0
v1:building_006,v1,building_006,structured_gemini,success,0.1640271493212669,0.3710859427048634,0.281827016520894,0.5413022351797862,3.333333333333333,,0.3710859427048634,0.0009727626459143,0.0019436345966958,1.0,0.625,0.7692307692307693,0.5784266125811479,0,279,665,406,0.3337320574162679,0.7954545454545454,0.485645933014354,1.6148325358851674,4.123105625617661,2.0,3.0,-2.0,4.0,-1.0,-5.0,gemini,False,success,False,0.0068965517241379,structured,0.0
v1:building_007,v1,building_007,free_form_openai,success,0.1433182698515171,0.2908163265306122,0.2507058159232072,0.450592885375494,5.666666666666667,,0.2908163265306122,0.0598444045481747,0.1129305477131564,1.0,0.8571428571428571,0.923076923076923,0.5372350705404884,0,684,289,329,0.631578947368421,0.2668513388734995,0.3037857802400738,1.2022160664819943,5.916079783099616,-1.0,3.0,5.0,-8.0,-1.0,-8.0,openai,False,success,False,0.4504504504504504,free_form,0.0
v1:building_007,v1,building_007,structured_openai,success,0.1691216584833606,0.3444165621079046,0.2893140457302846,0.5123658422771816,4.0,,0.3444165621079046,0.0720360180090045,0.1343910405972935,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.6967194550427708,1,534,511,210,0.4930747922437673,0.471837488457987,0.1939058171745152,1.1588180978762697,5.656854249492381,0.0,4.0,4.0,-6.0,0.0,-6.0,openai,False,success,False,0.4645161290322581,structured,0.0
v1:building_007,v1,building_007,free_form_claude,success,0.1979062811565304,0.2857142857142857,0.3304203079483978,0.4444444444444445,2.6666666666666665,,0.2857142857142857,0.0,0.0,0.5,0.4285714285714285,0.4615384615384615,0.3503399647443969,0,549,786,315,0.5069252077562327,0.7257617728531855,0.2908587257617728,1.5235457063711912,5.0,0.0,5.0,0.0,0.0,0.0,-8.0,claude,False,success,False,0.0,free_form,0.0
v1:building_007,v1,building_007,structured_claude,success,0.0559360730593607,0.3405797101449275,0.1059459459459459,0.5081081081081081,2.6666666666666665,,0.3405797101449275,0.0,0.0,0.0,0.0,0.0,0.0,0,613,297,470,0.5660203139427517,0.2742382271468144,0.4339796860572484,1.2742382271468145,9.848857801796104,6.0,5.0,6.0,1.0,0.0,-7.0,claude,False,success,False,0.0,structured,0.0
v1:building_007,v1,building_007,free_form_gemini,success,0.0,0.0009233610341643,0.0,0.0018450184501845,14.666666666666666,,0.0009233610341643,0.0,0.0,0.0,0.0,0.0,0.0,0,1082,0,1,0.9990766389658357,0.0,0.0009233610341643,1.0,3.0,0.0,3.0,0.0,-19.0,-6.0,-19.0,gemini,False,success,False,0.0,free_form,0.0
v1:building_007,v1,building_007,structured_gemini,success,0.0,0.0,0.0,0.0,15.666666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1083,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-20.0,-7.0,-20.0,gemini,True,success,False,0.0,structured,0.0
v1:building_009,v1,building_009,free_form_openai,success,0.0833333333333333,0.2052478134110787,0.1538461538461538,0.3405902273826802,6.333333333333333,,0.2052478134110787,0.0009685230024213,0.0019351717464925,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.2831569259976693,0,859,504,324,0.7093311312964492,0.4161849710982659,0.2675474814203138,1.393063583815029,8.602325267042627,3.0,8.0,-1.0,3.0,-5.0,-11.0,openai,False,success,False,0.0125786163522012,free_form,0.0
v1:building_009,v1,building_009,structured_openai,success,0.0489130434782608,0.2014714204867006,0.0932642487046632,0.335374470089496,5.666666666666667,,0.2014714204867006,0.0033081285444234,0.0065944418276024,1.0,1.0,1.0,0.6536201413939473,0,855,556,207,0.7060280759702725,0.4591246903385632,0.1709331131296449,1.336085879438481,7.874007874011811,3.0,7.0,-2.0,3.0,-3.0,-11.0,openai,False,success,False,0.0707070707070707,structured,0.0
v1:building_009,v1,building_009,free_form_claude,success,0.0,0.0825763831544178,0.0,0.15255530129672,8.666666666666666,,0.0825763831544178,0.0,0.0,0.0,0.0,0.0,0.0,0,1111,0,100,0.9174236168455822,0.0,0.0825763831544178,1.0,3.3166247903554,1.0,3.0,1.0,-4.0,-12.0,-10.0,claude,False,success,False,0.0,free_form,0.0
v1:building_009,v1,building_009,structured_claude,success,0.10553083280356,0.2186405045550105,0.190914318573893,0.3588269120184014,5.666666666666667,,0.2186405045550105,0.007531865585168,0.0149511213341,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.4520916222505818,0,899,216,239,0.7423616845582164,0.1783649876135425,0.1973575557390586,1.1180842279108174,9.16515138991168,4.0,8.0,2.0,-4.0,-3.0,-10.0,claude,False,success,False,0.0783132530120482,structured,0.0
v1:building_009,v1,building_009,free_form_gemini,success,0.155309325946445,0.2135790494665373,0.2688618925831202,0.3519820971867007,5.333333333333333,,0.2135790494665373,0.0195567144719687,0.0383631713554987,1.0,0.7142857142857143,0.8333333333333333,0.4576103262217253,0,110,3944,603,0.0908340214698596,3.2568125516102397,0.4979355904211395,3.845582163501239,3.1622776601683795,0.0,3.0,-1.0,13.0,0.0,-3.0,gemini,False,success,False,0.1426872770511296,free_form,0.0
v1:building_009,v1,building_009,structured_gemini,success,0.0765098184512782,0.2311440677966101,0.1421442092583032,0.3754947513336775,5.666666666666667,,0.2311440677966101,0.0083289953149401,0.0165203923593185,1.0,0.8571428571428571,0.923076923076923,0.5392298854701468,0,120,3509,766,0.0990916597853014,2.897605284888522,0.6325350949628407,3.629232039636664,7.615773105863909,7.0,3.0,0.0,13.0,-1.0,-3.0,gemini,False,success,False,0.1162227602905569,structured,0.0
v1:building_012,v1,building_012,free_form_openai,success,0.0988679245283018,0.2760736196319018,0.1799450549450549,0.4326923076923076,4.333333333333333,,0.2760736196319018,0.0034458993797381,0.0068681318681318,1.0,0.75,0.8571428571428571,0.4763686763686763,0,660,166,183,0.676923076923077,0.1702564102564102,0.1876923076923076,1.034871794871795,5.0990195135927845,-1.0,3.0,4.0,-7.0,0.0,-6.0,openai,False,success,False,0.0381679389312977,free_form,0.0
v1:building_012,v1,building_012,structured_openai,success,0.0900297619047619,0.1939690301548492,0.1651877133105802,0.3249146757679181,5.333333333333333,,0.1939690301548492,0.0013670539986329,0.0027303754266211,1.0,0.75,0.8571428571428571,0.3837257980115123,0,737,252,216,0.7558974358974359,0.2584615384615384,0.2215384615384615,1.235897435897436,4.898979485566356,2.0,4.0,-2.0,1.0,-1.0,-14.0,openai,False,success,False,0.0165289256198347,structured,0.0
v1:building_012,v1,building_012,free_form_claude,success,0.0800667222685571,0.182648401826484,0.1482625482625482,0.3088803088803089,5.666666666666667,,0.182648401826484,0.0384923817161186,0.0741312741312741,0.6,0.375,0.4615384615384615,0.2605128205128205,0,775,120,200,0.7948717948717948,0.123076923076923,0.2051282051282051,1.123076923076923,8.54400374531753,3.0,8.0,0.0,-2.0,-2.0,-13.0,claude,False,success,False,0.5,free_form,0.0
v1:building_012,v1,building_012,structured_claude,success,0.1013460015835312,0.2212467076382792,0.1840402588066139,0.3623292595255212,5.0,,0.2212467076382792,0.0235467255334805,0.0460100647016534,0.5,0.375,0.4285714285714285,0.272051282051282,0,723,164,252,0.7415384615384616,0.1682051282051282,0.2584615384615384,1.1682051282051282,8.246211251235321,2.0,8.0,0.0,-2.0,-2.0,-11.0,claude,False,success,False,0.25,structured,0.0
v1:building_012,v1,building_012,free_form_gemini,success,0.1430894308943089,0.3264150943396226,0.2503556187766714,0.492176386913229,3.6666666666666665,,0.3264150943396226,0.0,0.0,1.0,0.75,0.8571428571428571,0.5120824854158187,0,456,615,329,0.4676923076923077,0.6307692307692307,0.3374358974358974,1.435897435897436,3.605551275463989,0.0,3.0,-2.0,3.0,-1.0,-7.0,gemini,False,success,False,0.0,free_form,0.0
v1:building_012,v1,building_012,structured_gemini,success,0.0885850178359096,0.3050605844618674,0.1627525942108137,0.4675040961223375,4.0,,0.3050605844618674,0.0,0.0,1.0,0.75,0.8571428571428571,0.5137502995446921,0,547,428,295,0.561025641025641,0.438974358974359,0.3025641025641025,1.3025641025641026,3.605551275463989,0.0,3.0,-2.0,3.0,0.0,-9.0,gemini,False,success,False,0.0,structured,0.0
v1:building_014,v1,building_014,free_form_openai,success,0.1455331412103746,0.315136476426799,0.2540880503144654,0.4792452830188679,3.0,,0.315136476426799,0.0025220680958385,0.0050314465408805,0.875,0.875,0.875,0.6315532407743233,0,522,306,176,0.5780730897009967,0.3388704318936877,0.1949058693244739,1.1118493909191585,4.242640687119285,0.0,3.0,3.0,-5.0,-1.0,-3.0,openai,False,success,False,0.0198019801980198,free_form,0.0
v1:building_014,v1,building_014,structured_openai,success,0.0647138964577656,0.3427835051546392,0.1215611004478567,0.5105566218809982,2.6666666666666665,,0.3427835051546392,0.0090380890897353,0.0179142674344209,1.0,0.75,0.8571428571428571,0.3249270109735226,0,504,261,343,0.5581395348837209,0.2890365448504983,0.3798449612403101,1.2270210409745292,8.246211251235321,4.0,4.0,6.0,-5.0,0.0,-3.0,openai,False,success,False,0.1473684210526315,structured,0.0
v1:building_014,v1,building_014,free_form_claude,success,0.1419536191145467,0.3352506162695152,0.2486153846153846,0.5021538461538462,3.0,,0.3352506162695152,0.0012322858903265,0.0024615384615384,0.3333333333333333,0.25,0.2857142857142857,0.419282600626413,0,495,314,328,0.5481727574750831,0.3477297895902547,0.3632336655592469,1.2591362126245846,3.1622776601683795,0.0,3.0,1.0,-6.0,1.0,-2.0,claude,False,success,False,0.0099009900990099,free_form,0.0
v1:building_014,v1,building_014,structured_claude,success,0.134089392928619,0.3934426229508196,0.2364705882352941,0.5647058823529413,3.0,,0.3934426229508196,0.0005885815185403,0.0011764705882352,0.4,0.25,0.3076923076923077,0.4278544542032623,1,423,317,328,0.4684385382059801,0.3510520487264673,0.3632336655592469,1.1827242524916943,3.1622776601683795,0.0,3.0,1.0,-6.0,1.0,-2.0,claude,False,success,False,0.0049751243781094,structured,0.0
v1:building_014,v1,building_014,free_form_gemini,success,0.15470737913486,0.4859201047806156,0.2679594535037461,0.6540326134861173,0.6666666666666666,,0.4859201047806156,0.0008822232024702,0.001762891141472,1.0,0.625,0.7692307692307693,0.5931043260710597,0,161,624,422,0.1782945736434108,0.6910299003322259,0.4673311184939092,1.336655592469546,4.242640687119285,-1.0,4.0,1.0,-1.0,0.0,-1.0,gemini,False,success,False,0.006578947368421,free_form,0.0
v1:building_014,v1,building_014,structured_gemini,success,0.1435768261964735,0.3074154067674586,0.251101321585903,0.4702643171806167,1.6666666666666667,,0.3074154067674586,0.0,0.0,1.0,0.5,0.6666666666666666,0.5318307358094413,0,476,486,389,0.5271317829457365,0.5382059800664452,0.4307862679955703,1.496124031007752,2.23606797749979,0.0,2.0,1.0,-1.0,-1.0,3.0,gemini,False,success,False,0.0,structured,0.0
v1:building_015,v1,building_015,free_form_openai,success,0.0513019821220365,0.2856463878326996,0.0975970425138632,0.444362292051756,5.666666666666667,,0.2856463878326996,0.0,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.1612834567253997,0,542,961,558,0.4741907261592301,0.8407699037620298,0.4881889763779528,1.8031496062992125,8.246211251235321,6.0,4.0,4.0,7.0,-1.0,-9.0,openai,False,success,False,0.0,free_form,0.0
v1:building_015,v1,building_015,structured_openai,success,0.0525387870239774,0.2822164948453608,0.0998324958123953,0.4402010050251256,5.666666666666667,,0.2822164948453608,0.0033613445378151,0.0067001675041876,0.6,0.4285714285714285,0.5,0.151541317921579,0,486,1185,613,0.4251968503937008,1.036745406824147,0.5363079615048119,1.99825021872266,8.246211251235321,6.0,4.0,4.0,9.0,-1.0,-7.0,openai,False,success,False,0.0671140939597315,structured,0.0
v1:building_015,v1,building_015,free_form_claude,success,0.0872727272727272,0.16796875,0.1605351170568562,0.2876254180602007,7.333333333333333,,0.16796875,0.0,0.0,0.5,0.2857142857142857,0.3636363636363636,0.0787202736021633,0,928,137,196,0.8118985126859143,0.1198600174978127,0.1714785651793526,1.1032370953630797,6.708203932499369,0.0,3.0,6.0,-10.0,-1.0,-11.0,claude,False,success,False,0.0,free_form,0.0
v1:building_015,v1,building_015,structured_claude,success,0.0289103039288361,0.1405094494658997,0.0561959654178674,0.2463976945244956,7.0,,0.1405094494658997,0.0,0.0,0.5,0.2857142857142857,0.3636363636363636,0.0839895013123359,0,972,74,171,0.8503937007874016,0.0647419072615923,0.1496062992125984,1.0647419072615922,11.704699910719626,8.0,8.0,3.0,-9.0,-2.0,-10.0,claude,False,success,False,0.0,structured,0.0
v1:building_015,v1,building_015,free_form_gemini,success,0.110069302894415,0.2665116279069767,0.1983106867425633,0.4208593463092177,3.0,,0.2665116279069767,0.0,0.0,0.8,0.5714285714285714,0.6666666666666666,0.1856074952656234,0,570,1007,492,0.4986876640419947,0.8810148731408574,0.4304461942257218,1.810148731408574,3.1622776601683795,0.0,3.0,-1.0,6.0,0.0,-3.0,gemini,False,success,False,0.0,free_form,0.0
v1:building_015,v1,building_015,structured_gemini,success,0.135693215339233,0.3863168724279835,0.2389610389610389,0.5573283858998145,3.0,,0.3863168724279835,0.0,0.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.6217631301241984,1,392,801,294,0.3429571303587052,0.7007874015748031,0.2572178477690289,1.3009623797025371,5.0,0.0,4.0,-3.0,6.0,0.0,-3.0,gemini,False,success,False,0.0,structured,0.0
v1:building_017,v1,building_017,free_form_openai,success,0.0484454085321764,0.1068702290076335,0.0924137931034482,0.1931034482758621,8.333333333333334,,0.1068702290076335,0.0146955913226032,0.0289655172413793,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.477191732002851,0,1080,90,114,0.8852459016393442,0.0737704918032786,0.0934426229508196,1.0524590163934426,3.0,0.0,3.0,0.0,-10.0,-5.0,-10.0,openai,False,success,False,0.3134328358208955,free_form,0.0
v1:building_017,v1,building_017,structured_openai,success,0.0611798980335032,0.1071428571428571,0.1153054221002059,0.1935483870967742,8.666666666666666,,0.1113653699466056,0.0,0.0,0.8,0.5714285714285714,0.6666666666666666,0.7061146849277167,0,1079,96,97,0.8844262295081967,0.0786885245901639,0.0795081967213114,1.042622950819672,6.708203932499369,0.0,3.0,6.0,-10.0,-6.0,-10.0,openai,False,success,False,0.0,structured,0.0
v1:building_017,v1,building_017,free_form_claude,success,0.0488145048814504,0.1376701966717095,0.0930851063829787,0.2420212765957446,6.666666666666667,,0.1376701966717095,0.0266211604095563,0.0518617021276595,0.5,0.4285714285714285,0.4615384615384615,0.519291156776726,1,1038,102,129,0.8508196721311475,0.0836065573770491,0.1057377049180327,1.0401639344262297,4.242640687119285,0.0,3.0,3.0,-5.0,-6.0,-9.0,claude,False,success,False,0.5571428571428572,free_form,0.0
v1:building_017,v1,building_017,structured_claude,success,0.1479289940828402,0.2508059316569955,0.2577319587628866,0.4010309278350515,4.333333333333333,,0.2508059316569955,0.0801781737193764,0.1484536082474226,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.5480874316939891,1,831,331,248,0.6811475409836065,0.2713114754098361,0.2032786885245901,1.1557377049180328,5.0,0.0,4.0,3.0,-3.0,-3.0,-7.0,claude,False,success,False,0.576,structured,0.0
v1:building_017,v1,building_017,free_form_gemini,success,0.1452793834296724,0.2051905920519059,0.2537012113055182,0.3405114401076716,8.0,,0.2051905920519059,0.0214813541845677,0.0420592193808882,0.6,0.4285714285714285,0.5,0.5172339362307574,1,208,3712,757,0.1704918032786885,3.042622950819672,0.6204918032786885,3.833606557377049,3.3166247903554,-1.0,3.0,-1.0,1.0,16.0,7.0,gemini,False,success,False,0.1657824933687002,free_form,0.0
v1:building_017,v1,building_017,structured_gemini,success,0.3279603223806571,0.3287841191066997,0.4939309056956115,0.4948646125116713,3.333333333333333,,0.3287841191066997,0.0796370967741935,0.1475256769374416,0.6,0.4285714285714285,0.5,0.4926914351752771,1,160,2004,713,0.1311475409836065,1.642622950819672,0.5844262295081967,2.3581967213114754,1.0,0.0,0.0,-1.0,3.0,6.0,-1.0,gemini,False,success,False,0.2986767485822306,structured,0.0
v1:building_020,v1,building_020,free_form_openai,success,0.1750219876868953,0.2591894439208294,0.2979041916167664,0.4116766467065867,3.6666666666666665,,0.2591894439208294,0.0121212121212121,0.0239520958083832,1.0,0.75,0.8571428571428571,0.5755460091814866,0,819,753,538,0.5982468955441929,0.550036523009496,0.3929875821767714,1.5412710007304602,2.8284271247461903,0.0,2.0,-2.0,2.0,-3.0,-6.0,openai,False,success,False,0.0804020100502512,free_form,0.0
v1:building_020,v1,building_020,structured_openai,success,0.1969162995594713,0.2720037453183521,0.3290393816709606,0.4276775855723224,4.0,,0.2720037453183521,0.0119180633147113,0.0235553919764446,1.0,0.75,0.8571428571428571,0.5457708089033777,0,788,767,563,0.5756026296566837,0.5602629656683711,0.4112490869247626,1.5471146822498174,2.8284271247461903,0.0,2.0,-2.0,0.0,-4.0,-8.0,openai,False,success,False,0.0715883668903803,structured,0.0
v1:building_020,v1,building_020,free_form_claude,success,0.1175202156334231,0.2052325581395349,0.210323203087313,0.3405692233478051,5.333333333333333,,0.2052325581395349,0.0029027576197387,0.0057887120115774,1.0,0.625,0.7692307692307693,0.5045217975961219,0,1016,351,205,0.7421475529583638,0.2563915266617969,0.1497443389335281,1.1482834185536888,5.0990195135927845,-1.0,3.0,4.0,-7.0,-2.0,-7.0,claude,False,success,False,0.0275229357798165,free_form,0.0
v1:building_020,v1,building_020,structured_claude,success,0.059778305621536,0.3358283433133732,0.1128128502054538,0.5028016436309303,3.6666666666666665,,0.3358283433133732,0.0056348610067618,0.0112065745237205,0.8333333333333334,0.625,0.7142857142857143,0.5814887538170455,0,696,635,373,0.508400292184076,0.4638422205989773,0.2724616508400292,1.2447041636230824,10.44030650891055,6.0,3.0,8.0,-5.0,-1.0,-5.0,claude,False,success,False,0.0993377483443708,structured,0.0
v1:building_020,v1,building_020,free_form_gemini,success,0.0,0.0007304601899196,0.0,0.0014598540145985,15.0,,0.0007304601899196,0.0,0.0,0.0,0.0,0.0,0.0,0,1368,0,1,0.9992695398100804,0.0,0.0007304601899196,1.0,3.0,0.0,3.0,0.0,-16.0,-11.0,-18.0,gemini,False,success,False,0.0,free_form,0.0
v1:building_020,v1,building_020,structured_gemini,success,0.0,0.0,0.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1369,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-17.0,-12.0,-19.0,gemini,True,success,False,0.0,structured,0.0
v1:building_022,v1,building_022,free_form_openai,success,0.0588645071403692,0.2582781456953642,0.1111842105263158,0.4105263157894737,5.0,,0.2582781456953642,0.0187667560321715,0.0368421052631578,0.8,0.6666666666666666,0.7272727272727272,0.7012190688223248,1,1099,693,367,0.6378409750435288,0.4022054556006965,0.2130005803830528,1.253047011027278,12.206555615733702,7.0,8.0,6.0,1.0,-4.0,-10.0,openai,False,success,False,0.3313609467455621,free_form,0.0
v1:building_022,v1,building_022,structured_openai,success,0.0609933197792622,0.2732659463227605,0.1149739939775527,0.4292362441828634,4.666666666666667,,0.2732659463227605,0.0195367010884733,0.0383246646591842,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5629505110678747,0,939,1146,610,0.5449796865931514,0.665118978525827,0.3540336622170633,1.5641323273360417,12.806248474865695,8.0,8.0,6.0,5.0,-3.0,-6.0,openai,False,success,False,0.3333333333333333,structured,0.0
v1:building_022,v1,building_022,free_form_claude,success,0.070406732117812,0.3479335923701872,0.1315513626834381,0.5162473794549266,1.6666666666666667,,0.3479335923701872,0.0184147317854283,0.0361635220125786,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.5755902479009295,1,738,1108,566,0.4283226929773651,0.6430644225188624,0.3284968078932095,1.3998839233894371,9.69535971483266,7.0,3.0,6.0,-1.0,0.0,-4.0,claude,False,success,False,0.2749003984063745,free_form,0.0
v1:building_022,v1,building_022,structured_claude,success,0.0734585741811175,0.4517915309446254,0.1368633610051604,0.6223917433251066,2.0,,0.4517915309446254,0.0168834131873146,0.03320619250617,0.75,0.5,0.6,0.6136145466834738,1,336,1347,655,0.1950087057457922,0.7817759721416134,0.3801508995937319,1.3569355774811376,10.04987562112089,7.0,4.0,6.0,-1.0,1.0,-4.0,claude,False,success,False,0.2426229508196721,structured,0.0
v1:building_022,v1,building_022,free_form_gemini,success,0.1337448559670782,0.315035799522673,0.235934664246824,0.4791288566243195,4.0,,0.315035799522673,0.0097739767868051,0.0193587416817906,0.6,0.5,0.5454545454545454,0.3292194452887231,0,931,791,780,0.5403366221706326,0.4590829947765525,0.4526987811955891,1.4521183981427743,8.12403840463596,1.0,8.0,-1.0,4.0,-2.0,-6.0,gemini,False,success,False,0.082051282051282,free_form,0.0
v1:building_022,v1,building_022,structured_gemini,success,0.2219656992084432,0.3068783068783068,0.3632928475033738,0.4696356275303643,2.333333333333333,,0.3068783068783068,0.0,0.0,0.5,0.3333333333333333,0.4,0.3077699293642785,0,853,1112,676,0.4950667440510737,0.6453859547301218,0.3923389437028439,1.5327916424840395,3.605551275463989,0.0,3.0,-2.0,0.0,-1.0,-6.0,gemini,False,success,False,0.0,structured,0.0
v1:building_024,v1,building_024,free_form_openai,success,0.1296412838263058,0.2302947224126113,0.2295264623955431,0.3743732590529248,5.666666666666667,,0.2302947224126113,0.0515524311657879,0.098050139275766,1.0,0.75,0.8571428571428571,0.5012948871979709,0,799,324,326,0.7039647577092512,0.2854625550660793,0.2872246696035242,1.276651982378855,6.324555320336759,0.0,2.0,6.0,-9.0,-4.0,-4.0,openai,False,success,False,0.4271844660194174,free_form,0.0
v1:building_024,v1,building_024,structured_openai,success,0.2787803360298693,0.3564356435643564,0.4360097323600973,0.5255474452554744,5.0,,0.3564356435643564,0.1030595813204508,0.1868613138686131,1.0,0.875,0.9333333333333332,0.5702547404711741,0,595,380,492,0.5242290748898678,0.3348017621145374,0.4334801762114537,1.292511013215859,5.830951894845301,0.0,3.0,5.0,-9.0,-2.0,-4.0,openai,False,success,False,0.4285714285714285,structured,0.0
v1:building_024,v1,building_024,free_form_claude,success,0.1845207585853408,0.3335256780150029,0.3115534400692341,0.5002163565556036,3.0,,0.3335256780150029,0.1010004764173416,0.1834703591518823,0.6666666666666666,0.5,0.5714285714285715,0.5376996613623423,1,557,598,559,0.4907488986784141,0.5268722466960353,0.492511013215859,1.5101321585903085,5.744562646538029,-1.0,4.0,4.0,-6.0,-2.0,-1.0,claude,False,success,False,0.5888888888888889,free_form,0.0
v1:building_024,v1,building_024,structured_claude,success,0.0674273858921161,0.290282131661442,0.1263362487852283,0.4499514091350826,3.0,,0.290282131661442,0.0510725229826353,0.097181729834791,0.8,0.5,0.6153846153846154,0.5334548804177147,0,672,460,442,0.5920704845814978,0.4052863436123348,0.3894273127753304,1.386784140969163,11.04536101718726,5.0,4.0,9.0,-6.0,-2.0,-1.0,claude,False,success,False,0.7692307692307693,structured,0.0
v1:building_024,v1,building_024,free_form_gemini,success,0.1750563486100676,0.36118363794604,0.2979539641943733,0.530690537084399,2.6666666666666665,,0.36118363794604,0.0252376270075385,0.04923273657289,1.0,0.875,0.9333333333333332,0.5148575078855289,0,305,1163,749,0.2687224669603524,1.024669603524229,0.6599118942731278,1.9533039647577093,4.123105625617661,-2.0,3.0,2.0,-4.0,-1.0,3.0,gemini,False,success,False,0.1652360515021459,free_form,0.0
v1:building_024,v1,building_024,structured_gemini,success,0.2243958573072497,0.3577201190982561,0.3665413533834586,0.5269423558897243,2.6666666666666665,,0.3577201190982561,0.0059880239520958,0.0119047619047619,1.0,0.75,0.8571428571428571,0.666192372022898,0,294,1216,606,0.2590308370044052,1.0713656387665198,0.533920704845815,1.86431718061674,4.123105625617661,-2.0,3.0,2.0,-4.0,-1.0,3.0,gemini,False,success,False,0.0324786324786324,structured,0.0
v1:building_025,v1,building_025,free_form_openai,success,0.0971128608923884,0.256198347107438,0.1770334928229665,0.4078947368421052,4.0,,0.256198347107438,0.027658266748617,0.0538277511961722,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5707659883031424,0,227,1753,470,0.2497249724972497,1.9284928492849285,0.517051705170517,2.6952695269526954,7.810249675906654,6.0,0.0,5.0,6.0,3.0,-3.0,openai,False,success,False,0.304054054054054,free_form,0.0
